Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Calidad_Aire,Calidad_Aire_Cod
35.94966827286281,75.3,43.99139779386198,60.01590020315619,36.18213213344958,22.99338815668512,2.1033790769135523,Regular,3
34.64041209172428,79.65415799226865,37.42549836021775,44.74412377016331,37.45072151713255,13.66075573923789,1.914041209172428,Regular,3
29.670704451199388,48.57132973920125,36.174522716799935,41.25987494239963,25.003818265600543,3.5675114736007125,0.9405727398400816,Regular,3
36.4142035120474,83.74275439005925,43.97116141415407,56.97001058281773,28.81362809637924,10.97072985240294,1.475494394726807,Regular,3
46.20368157451749,69.87264274322006,48.41580342902506,81.14474692096253,47.108949384192506,24.225800482897547,2.162948205741504,Regular,3
24.923235949900544,55.06125841337416,47.19613484341237,59.71725843423105,31.938382025049727,5.278876409181324,1.480035956157611,Regular,3
23.682730185645035,66.20531726688849,39.25348521775834,44.35082658431409,18.91262285734385,4.587041987717461,0.9487041987717462,Regular,3
33.73736089433527,72.68010208817768,40.125127610222094,57.83279223793125,36.70766462770915,18.586955072783702,1.7139645222537274,Regular,3
28.853424622343216,51.9968688852583,52.6361056553967,62.02191780319189,34.40792562272142,3.567025459344996,2.0758023458588597,Regular,3
25.78822670951201,63.40935737828158,41.10534707330376,51.52673536651879,35.90909975383611,10.75881780634134,1.778956347783795,Regular,3
33.54240024381876,80.2146088546644,40.91519951236248,51.76876531279864,16.886226807811987,10.923512428630954,1.603266100737582,Regular,3
43.61255165624537,101.66801276137878,54.11943558237586,77.8554611051334,23.482996809655308,16.627535704521918,2.225667730114897,Regular,3
30.23566916044116,53.59689833387469,47.37673750406011,59.88678918642588,23.36048248944371,13.458127507308202,1.6037966677493631,Regular,3
32.74602851992836,63.30220491296561,48.04044098259312,58.93147082088826,29.887647213925504,7.871911803481375,1.4210147873108887,Regular,3
36.4296567329238,84.1,45.04556945150257,61.98318254371576,31.162386907786814,11.77794039754276,2.036202767896398,Regular,3
32.56221311398137,71.9209927144548,48.05458105758247,59.88663934194411,30.68663934194411,6.7328233137446585,1.971030054052384,Regular,3
24.81244394605128,47.10184977521365,48.35667040461542,57.17511210789745,19.856670404615414,5.7331838561367405,1.4597253361606786,Regular,3
34.45483012031553,72.77248056239321,39.29044413681797,47.21838108422087,28.472689317291263,6.226893172912626,1.2727101927810682,Regular,3
40.81738969359452,70.15138369207372,45.86798799695841,59.15216908078356,29.501981995437617,18.115033527465027,2.2450187085345936,Regular,3
36.77372980922597,88.32627019077403,37.15207211623665,49.528108174354976,25.80691874667706,8.117513460516019,2.274886441438616,Regular,3
39.089877056913735,89.76396295667287,36.20014370093607,48.218234073067656,37.43589334239107,16.091314066274357,2.0255133322011165,Regular,3
40.06219503542812,84.38292699213531,41.02500010433669,57.01219524410148,41.8512194409408,16.883536608269026,1.833658531495772,Regular,3
37.92779857123526,84.26485642855882,46.369329999941165,60.65143571441178,26.45430714323536,4.226196428676488,1.397380357132351,Regular,3
38.50802092613495,66.38288290339447,38.58876780965225,50.983420525562295,30.13583259092041,21.377012465930772,2.295668410511245,Regular,3
43.61968293106897,91.68921775395776,43.65714590402393,71.30835090864088,30.693530652374648,18.6223678284958,2.918059195712395,Regular,3
27.80738062561398,59.69363234114058,44.9738062561398,56.64833562070213,26.76845156403495,7.927206710614759,1.4463096871930097,Regular,3
35.02763781903072,86.44021784222618,47.25170865429079,61.1838529930339,22.15963248258476,13.886181090484644,2.194036751741524,Regular,3
46.60161073739225,66.51713502204764,44.60267301811967,77.73159702597562,46.2344071582615,21.007093887797783,1.887724471338061,Regular,3
39.32843804884222,99.75687609768444,42.18403277434201,51.99277378052639,34.84615347573708,11.49277378052639,1.399627018300014,Regular,3
39.9100105363992,78.67098349297459,45.4679733077887,74.51998595146773,46.01998595146773,15.30602037037178,2.2638011941252425,Regular,3
36.74584694858272,88.85166806822679,42.80797933684906,56.18770422874093,34.24833193177322,20.329234742913645,1.81372140797627,Regular,3
40.81483952933216,121.59513608458404,52.26306701910013,64.05952199863609,49.3,25.53849965893604,2.329579553205999,Regular,3
28.14796111616112,66.91071203114537,41.51454677483011,51.63724908501575,22.96530741077408,10.362750914984248,1.5977297689814356,Regular,3
34.84896079993604,80.46172059995203,43.64896079993604,49.61151275993923,38.754364640268655,18.60249408015352,1.8015669560195096,Regular,3
35.871497608691,69.98953852324624,47.48397476010439,68.04980844827217,41.81324335832469,24.787139745130965,2.02051806596862,Regular,3
38.49034097163575,107.47370119148157,39.26374457683128,60.40572227304021,32.70787351064805,29.14048976477877,2.6027489153662566,Regular,3
29.155148663269973,69.38017619350515,40.434884373012245,52.96500550604704,23.960132145128863,9.734774252071524,1.4484829312541885,Regular,3
26.873722887238596,50.83841190597523,45.4797902838455,51.24142319547588,14.45556551502347,6.449498118416559,1.1021213479321383,Regular,3
34.50700550166542,108.98623203884586,48.59009935294362,66.93116019422932,34.43792265371805,17.80313818756766,1.836835372141728,Regular,3
28.161556036177124,50.43136770622197,42.873701760487656,47.82193269608742,15.59882062373318,7.03136770622197,1.1416863229377805,Regular,3
33.156837577200314,90.13981475060068,37.78423255047499,57.33153489905001,49.41451207245038,22.682140255350618,2.2646883889550145,Regular,3
36.424636020983286,90.56267588436208,54.05633183703476,68.39577877531016,24.719723469137705,18.539446938275404,1.920984952427629,Regular,3
30.34083509077181,54.83757962471314,41.97515924942628,45.65916490922819,25.177636222732197,10.098443014494482,1.5520806791762287,Regular,3
34.75610150227014,55.99565196704648,41.271108154544656,52.41879395568119,36.70897643068046,8.804908762500364,1.1947966165909951,Regular,3
36.46354291669937,80.35250717449654,37.43177145834969,45.03912861981824,37.87558570311887,14.903678580734278,1.963645708330063,Regular,3
39.42919459819703,80.50436218737919,37.770301822816,53.48489912191451,39.1362414582528,13.760570290083654,1.9822147738141256,Regular,3
34.632406037350044,77.9229135840376,43.33518792529991,61.2859203888362,43.16644717318712,8.754172831924803,2.153779964183532,Regular,3
29.512252209632123,58.81828643579824,53.04182381858168,54.77899621205922,25.783463879863486,8.137356150777414,1.479124842169134,Regular,3
35.44629645867443,74.20567118466133,41.75150415264386,60.589757325018205,46.72031263700655,17.750231745345953,2.7072452993299363,Regular,3
34.377395147660906,108.95632195715253,48.061687909694456,66.78160978576258,34.44789268094916,18.172029195118967,1.9096165709288768,Regular,3
34.394533120491324,57.35485790623649,45.69453312049132,57.73926923207337,21.31943162494596,6.030771366144776,1.3559918803563709,Regular,3
27.080715439270516,60.677473414823474,41.674231390376434,58.54197873185878,26.12901063407061,15.289771168800575,1.5806484048894085,Regular,3
28.052044921525745,68.07279398106755,41.29285394992442,52.92414981190836,22.97959548580066,11.4098577117572,1.575135583084081,Regular,3
33.37752977205168,70.13071934364311,55.00784196907065,72.62685870561162,40.437098486826,30.66928065635688,2.121316543298991,Regular,3
28.77565462013867,71.62696386041603,47.97203347025424,57.46740965104004,29.154930390161788,9.67665728946842,1.5662172689930665,Regular,3
35.28529434723333,84.41544054510832,46.11617543745,62.35735282638333,29.277945423816693,6.517645222133321,1.4349261204691646,Regular,3
28.615637346543902,51.0360557928394,35.9639442071606,41.74387446611135,33.51450858695504,1.0063412084368395,1.3345351930946467,Regular,3
35.36373876285913,95.93500642122336,43.79636397671458,63.85006421223357,28.138770868975907,14.935006421223356,2.2675032106116784,Regular,3
36.43878506389383,83.77348132986728,44.05105145765493,57.394042352168455,29.010280511150587,11.179673043097498,1.5412500459159777,Regular,3
34.16890618279557,97.41848969534072,50.5105079973122,65.52520824372742,32.838242540323286,11.361757459676712,2.33298306675626,Regular,3
28.325453238941343,66.62694309895174,42.47305690104825,52.47933943684484,23.07305690104825,10.044300846331115,1.6331735774737937,Regular,3
42.18076171376632,66.06636431829438,37.13899273343248,69.4648158353991,40.37140065113202,14.172432973062207,2.513240791769954,Regular,3
34.55028233926441,103.58545876306374,38.46211769744689,59.19515292102124,44.14644710345296,15.38974116351366,2.5873505890990898,Regular,3
19.34974466697275,62.89459297626777,47.362601378655214,53.23265244526067,23.826224089419437,6.3,0.9910153199816352,Regular,3
29.980896170772567,82.15105631698256,45.08681302434405,61.06111570728865,34.29966168287176,11.22256973170554,1.5699661682871755,Regular,3
42.95456433327187,90.68283618907456,44.440265756851446,71.11991141438286,30.655775486481502,18.036632297222543,2.849240778370405,Regular,3
35.429176790891624,88.50842647620291,48.43755467081475,56.09561667491933,20.46244532918525,14.533365730853184,2.102493925465028,Regular,3
30.63511887429909,53.1890543964953,46.50558898060742,58.96054935584105,23.541732707943943,13.161574208878482,1.5616534584112118,Regular,3
24.16521301729231,72.09207135395837,40.49207135395837,48.01073662784797,15.183118575069685,5.052428123750226,1.021585729208326,Regular,3
33.53604605535988,62.1605374199799,38.87957771841979,51.46191940312022,25.459884861600315,10.337428038500196,1.5622456823100117,Regular,3
35.31172204956861,79.97127776762169,38.76588947794238,45.76377822464595,39.12016706275436,16.408445013185748,2.03,Regular,3
38.23039273248009,86.00274282226721,41.09584881867572,71.22001477916939,38.347590793535325,16.214455238788034,1.8232468323142228,Regular,3
29.493335688038933,86.77080394812718,37.94643864913432,50.26942877881635,20.38988010446983,9.958850493515898,1.5828737662102528,Regular,3
41.90340355346798,78.83656805229371,43.68044971504619,64.52874793831221,30.474655615155783,20.71803077438547,2.1839971605761703,Regular,3
34.381532189697666,97.3011434251475,42.980503107064905,64.4197255779646,28.999199602396743,13.760434501556054,2.0359405418923293,Regular,3
40.29677950191599,103.79855065398318,40.09371990685715,54.09710130796637,38.94315613687394,13.084702024705871,1.738792252278989,Regular,3
31.498338737341967,73.11313603601765,49.33977117363391,75.4106441420306,31.61017657628252,19.53136036017657,2.1077985584776924,Regular,3
35.99355769392499,71.96741695252845,45.39355769392499,61.60846590240119,45.851909965696585,7.482097899745472,2.245213722695577,Regular,3
45.73221925557058,71.8694243293481,50.911780411685136,82.94739696399482,47.46947939279896,26.19484899144049,2.312706824701108,Regular,3
37.84084984006566,81.5515233432438,49.41249747488213,59.24420725548493,28.16097413163832,10.733844481238432,1.5430487065819158,Regular,3
34.6,66.77826125736986,47.83066381966835,61.14599572950252,25.43832977458544,14.146338315580389,2.170766595491709,Regular,3
33.47231813948634,63.67374575583367,54.846063895320015,77.03581232538116,40.83771581384427,19.03365058141052,1.9793079534871585,Regular,3
29.8561408115787,71.97438329284356,42.55456062031621,50.090352028946754,22.58877183768426,6.643332458000472,1.5877543675368522,Regular,3
35.391707824550004,74.01917787085227,44.79170782455,64.09793581663409,45.60569865549773,8.357515891563637,2.647358862687045,Regular,3
38.63853636470676,66.59624458916936,49.058497835667744,53.90039480560257,26.749407791596138,16.633596537068385,2.354723160317579,Regular,3
30.301760803836306,77.10850021596643,37.92580445111438,53.24280488304725,28.73078305940821,15.192956784654788,1.402580445111438,Regular,3
31.61546014856807,74.95493426449028,40.27861545303483,46.37894823184441,30.88750205063048,10.324013967354135,1.6672041902062409,Regular,3
31.58029496259523,46.55972961762104,36.43337430036045,42.80024580216269,23.026355317260588,6.287191044613744,1.0593595522306871,Regular,3
30.772209767842376,66.67571287783245,43.65251524307393,49.638075383290605,20.829103898403904,5.146171090679789,1.530043788874876,Regular,3
37.20777554213966,75.56280653619008,39.54116415665948,48.96492713859181,22.87340954819871,12.243991626528445,1.861245310245646,Regular,3
26.535360135069503,90.21252093808543,45.22487437148738,53.86768006753475,19.765142378980965,11.372587939958832,1.936277219511067,Regular,3
34.66777011830359,91.50915279257406,43.725218956500456,55.31957162652438,30.506913371352347,19.175851977188596,1.997468348965593,Regular,3
46.87196855611237,72.35956634633344,47.79922145365374,58.21218030731176,43.80444937561038,23.691101248779237,3.1395550624389617,Regular,3
22.06516384182628,92.72540997295246,38.67254089905877,55.34631147138375,32.24959027263872,9.848770817916158,1.482950822892999,Regular,3
28.279681129846004,71.75183537520864,50.735558022769496,63.34816462479135,23.03029292158222,7.980904713318436,1.7168298111296574,Regular,3
26.308518236252954,66.11659270549882,39.08699457189429,43.7452909246437,19.1905818492874,4.610761832179331,0.9925110941751772,Regular,3
37.18892544781746,67.76353976058431,51.89054373925149,69.09466501033798,40.7229582500821,23.787711729241927,1.566232604200877,Regular,3
21.91467699595313,67.44317373636535,35.8767928201967,42.556826263634655,16.15785073231848,4.487371941414522,1.144846329697426,Regular,3
28.250861857853025,63.62320951659277,52.72143238672578,64.1803447431412,26.72143238672578,8.799111435066504,1.394464190331855,Regular,3
32.843295865923544,89.38720594414004,43.0605168603344,58.00258430167203,22.061131072627365,12.32226214525473,2.2991018670398,Regular,3
31.569319312744945,64.45378712483671,41.19995961173038,51.26919814793607,23.52308624344684,9.438456878276584,1.5599979805865187,Regular,3
33.403338868636304,52.68664452545477,53.53004981772676,63.38831395977292,26.66193512886087,9.849750911366206,1.3381968340678707,Regular,3
44.67171244911957,110.245441685839,37.82905411726103,57.08500410841226,44.81019575000741,16.458733345131694,2.286151669911216,Regular,3
34.630452720645266,51.9,47.33621405500963,53.6111110747817,21.746913535844303,10.784773639677368,1.50283950778748,Regular,3
35.07132557650052,71.88876058694278,44.641786582765874,48.8469740041769,32.4060519916462,11.020028721147764,1.422348700208845,Regular,3
34.82413510188426,72.21328375737869,36.39700674062031,59.34097296514924,35.63311488002335,15.542189171585786,1.7565668913540102,Regular,3
29.51723088645301,73.94006085857254,43.13070749302988,49.24307721613253,22.6565538227094,7.287261315739279,1.6013107645418796,Regular,3
57.8495861840502,73.61134013320516,45.82243355302096,55.55442861875317,43.71038914461087,23.825620723924708,2.6451118091154724,Regular,3
30.52800869991893,62.62240695993515,53.7,65.2647812951743,25.94880739493109,7.756794345052694,1.320721000490677,Regular,3
39.200933679828736,101.70746395970868,48.53048194466808,72.56018673596574,51.75007826322916,12.284602501207637,2.746360840236405,Regular,3
30.957679450385395,56.60885978259148,46.35653254717728,56.02077797373793,20.289228712061664,11.555003342899797,1.769885309679189,Regular,3
34.70269243248292,75.63918277030183,46.66755781085877,58.72835604065036,45.00811529726195,15.716211594617317,3.1081114972806354,Regular,3
29.383163501767925,92.77217546531192,45.525299088599866,66.58205582987198,32.10292423088803,23.558972085064013,2.045968097216014,Regular,3
31.1,78.45675184229957,52.05469901437225,67.30410565585464,35.98307493552202,16.30821131170927,2.13075270357335,Regular,3
50.6,93.24328768283272,42.70539515011552,59.32706007184998,38.92965224531729,30.60815596612755,3.043768172953631,Regular,3
36.44463520691583,65.84347739776133,47.90086835686587,57.368988902138746,25.34376685004996,16.07188342502498,2.2529563836418136,Regular,3
28.44234333450988,52.40159772807492,52.912650450855374,60.07989348479501,16.429160307629527,10.144473638609773,1.1466177881889683,Regular,3
34.7085206240056,85.83153864798786,50.07189427994863,63.08295875198879,24.72869843998599,8.411360832007471,1.8262780936008407,Regular,3
33.36610136386296,66.25709754728712,51.618855587357245,60.44724577650571,37.09915204579444,12.175953134644365,1.696377111747145,Regular,3
29.16876632736836,57.63438316368418,36.4182097993648,39.07080276241377,17.837840447749482,6.136419598729593,0.9661851759237756,Regular,3
34.433575392502966,57.36674033684873,45.73357539250296,57.80037887522203,21.366961347394916,5.96626674282119,1.356670876391356,Regular,3
17.492415021502236,64.43773097051643,42.19063189802837,48.13403544225374,20.85659645577463,5.645315949014183,1.075283628685448,Regular,3
29.521208999105667,87.3259976318143,43.61322794459128,56.24241799821134,36.03318058087724,14.78802841822842,1.830079810545144,Regular,3
34.09364319005347,58.76821595026734,36.69364319005347,51.463568099465306,28.45618591403208,6.011688244406364,1.5930075090588158,Regular,3
35.03452971537556,72.8260675047681,45.131281005721725,66.14461628080996,42.99316214421946,26.65538371919005,2.577623772300454,Regular,3
38.05565190120518,77.74255733621573,49.67560163260018,66.19135407101535,42.81785108490509,17.12470625131064,2.0272020107442,Regular,3
18.43997808619096,65.80530849768309,45.01462576088979,51.01462576088979,22.370638909175216,6.230660822984256,1.038667397126968,Regular,3
36.29340310066419,111.14454052101972,35.790309372787654,66.3507279767728,42.96433121902716,9.055868922563002,2.341319379867161,Regular,3
37.81364240849494,96.66085590044754,43.51921542458976,51.29264385797282,31.76049927526106,11.197860248881168,1.2891217357226932,Regular,3
40.60301530239001,63.99326004063096,40.90202198781071,58.31582122519119,31.4336644381931,25.372720843881435,2.4574742831692147,Regular,3
25.38109179981235,50.1863340843883,38.4091106104078,42.44624003141105,15.2954446947961,7.046927010783103,1.1043962378809098,Regular,3
37.08227239778155,53.32859290680394,37.295996993047446,51.0080060139051,25.91429645340197,9.97312266760429,0.9829164764940024,Regular,3
32.1,64.73669698710749,49.1820181922645,59.847843945487625,32.77770608323975,9.662775014363689,1.5814931068876064,Regular,3
27.95692983889789,84.61274133200969,36.57116229862236,47.213486895867085,22.213859677795774,11.157861793719626,1.557190786247975,Regular,3
39.923803229088,100.3395723511104,48.308060544896,72.7047606458176,52.4062213925568,11.083526942438397,2.78750879919424,Regular,3
32.10845646460847,63.89965956637528,54.691032884954446,65.20405801549188,33.68561313496368,25.10473888274132,1.6968529988934375,Regular,3
27.39124636398846,81.2262028898493,36.01165217528695,45.5932174022956,21.28834782471305,12.591246363988462,1.6603884058428984,Regular,3
25.98021215297318,64.91403849091203,36.7700530382433,38.39813002006737,20.28021215297318,4.945855432601373,0.9994920442635056,Regular,3
25.83180618789625,74.50786541430443,41.97376850825256,47.5144333702908,18.622947513754266,3.497709281844376,0.9460328397799318,Regular,3
24.749618882729777,81.69174453198129,48.78497049573472,60.62480944136489,29.861642486142,9.2345893784645,1.4141363414711057,Regular,3
42.786302031606006,103.91232927738297,52.50136985504089,80.7397269602157,23.039725214170925,12.978082319345736,2.416986318910039,Regular,3
28.919222137405,64.57275563794943,46.03526658669614,51.112311145038,26.363066564886,9.591422159215144,1.4879666630316428,Regular,3
33.193173099613446,61.21268217906944,37.23756072635648,51.32048070115966,28.080976731395843,10.95706980581247,1.7717565836048654,Regular,3
34.6047228738987,97.57795992180604,52.535454056717725,69.15749413491167,33.035454056717725,11.459823069383573,2.203148582599136,Regular,3
36.35369558882896,111.44222200638018,35.81543480372368,66.95712554521201,42.9010625297837,8.368599127660794,2.3071376635636014,Regular,3
28.308415707864864,89.09135617804782,44.54139419706237,53.7165272636133,28.79143221607692,12.049961980985444,1.328362481244491,Regular,3
33.7,104.28058558643806,39.22703688177614,64.94076224682142,32.38152449364284,14.59196368347138,1.7815658784742812,Regular,3
42.80731320297955,106.25537872749752,52.16014841092503,79.72596723774102,22.930895599006814,12.505670415890956,2.4169104400993184,Regular,3
34.00301626128505,70.378553612962,54.264339161114,72.03677711199524,39.9296283163159,30.421446387038,2.131938011984086,Regular,3
44.58603713852591,96.88377716884456,53.14421572800129,77.66509284631478,29.465025672417102,20.89531212589314,2.139534571284197,Regular,3
31.18449613352234,86.30427692868349,39.28770383003496,52.77701150832623,16.832611581211623,9.900534616085436,1.7286634597864088,Regular,3
42.703234645268125,102.08422877301872,38.487682748771626,51.533406443494925,41.26304824631488,32.88830407861576,2.4229020472975837,Regular,3
33.34370336867216,63.88740673734432,50.5,68.9407395224442,28.98370501337247,10.838517665710947,1.6169627771727422,Regular,3
40.958599026857605,93.36677137018826,36.62303544180853,48.37346212533547,42.48163446866614,18.7898068119968,2.2974629602954137,Regular,3
31.32801826577806,52.98138812664016,37.67505022786915,43.64376255696728,33.89366210122899,6.762575341803723,1.2917178082274534,Regular,3
57.61553770849374,66.53382814398579,44.31891031978372,54.3535744849776,44.25840300176734,22.78319399646532,3.094159699823266,Regular,3
34.73197337550039,93.9192756469175,41.942516640312256,60.58310787089668,25.78310787089668,14.148980031625287,2.2868026624499618,Regular,3
28.10098914111494,75.23930760121954,49.98541375458775,59.86069239878046,24.087392036817626,8.807787693263599,1.8020395656445976,Regular,3
33.073778101188665,95.21702571565892,42.46878618795864,61.46360127228253,28.38013666506459,14.055088414453069,1.960332794215335,Regular,3
34.34462580266824,67.18745008796337,45.052279042662335,61.93860478668834,49.80782253335303,9.972143607975184,2.5042824285295127,Regular,3
30.21576803360712,69.86327581516085,40.915564352874746,51.95808769753594,23.468667613518136,6.852899579911019,1.4731332386481863,Regular,3
34.555587587337804,96.93187637690716,50.86783533705261,70.93430981302578,30.11934034115214,15.716618618993294,2.2923711210430637,Regular,3
25.98684107879414,50.44217095717516,38.5236626546769,42.34205393970691,15.007887551558968,6.265794606029309,1.1302616181912073,Regular,3
37.42470425903549,91.76922127827407,37.38295957578679,52.684019157208034,38.9664489422842,16.754953190050777,2.490766383482228,Regular,3
34.86024096336962,94.00281124507244,37.68293172675727,42.52309236900368,34.33413654648547,12.840160642246415,2.1108232932409337,Regular,3
24.683371764231836,74.19263529359093,36.65258917651273,39.10707717597547,32.310356706050904,13.06375152882184,1.929781364661638,Regular,3
37.53385469300097,72.05890514469796,37.46770938600195,51.56692734650049,25.71086024345161,13.291485875052777,1.8198726037353845,Regular,3
41.29214431802263,76.50564056843122,41.96656772767601,72.67714090930316,44.17714090930316,17.978145681510416,2.4204430227092315,Regular,3
29.148045657940905,70.68487215075822,41.31263470143654,51.59875342609738,19.841643826017474,6.021529681165211,1.3085949762250515,Regular,3
30.49648860238273,61.21053419285181,38.42106838570363,46.11638652221393,22.77073835318941,13.415216056341505,1.7995318136510308,Regular,3
24.8223275207947,89.51639025791391,46.20570034109272,53.91436931362583,19.11116376039735,10.635986069056292,1.7580404188857617,Regular,3
33.56309901473358,74.03010042225704,42.0028981702195,48.23154950736679,32.11505021112852,11.323299859247651,1.638301767539181,Regular,3
34.536381964969,81.51023872810562,54.18764531824308,65.2703069361358,28.33215005766639,11.75617734087846,2.2050170520075443,Regular,3
30.91121053806971,54.14639661276331,40.24559586004404,45.9815826874569,28.935986827412854,11.012011290788978,1.5552802634517429,Regular,3
30.21015986136382,53.78287750454879,47.33396090113516,59.81712249545121,23.142522148860763,13.408561247725604,1.619651868295631,Regular,3
36.034035337383294,80.08358404906546,36.849247852803614,44.51671680981309,37.36476122710249,16.354663312617596,2.0534035337383294,Regular,3
30.267733503106182,50.07856457106274,36.3825412064305,40.36375686773842,26.527513735476838,6.993921693460427,1.4241545312751935,Regular,3
32.53182071064831,71.17729953287207,48.31362473101778,60.06817928935169,31.39997774629489,7.399977746294889,1.9550016690278835,Regular,3
36.23396202947933,83.42389874527821,43.25880381897655,55.31918352418323,27.613835461077095,10.396227823124017,1.2767613856750817,Regular,3
37.117740594249376,87.11242923698548,42.98026418192088,58.59506604548022,44.059773558353534,21.75502830520581,1.8229792428490736,Regular,3
28.541905103243035,73.41582175754144,51.41582175754144,67.64672920067937,33.86340970882328,16.431275479110408,1.93630416728508,Regular,3
35.002096652659844,100.758584053842,47.82555471832334,69.29121850295539,44.91546634142941,2.95104832632992,2.8036827754433067,Regular,3
33.61260122223817,79.68179046439687,43.208682396015895,55.31344596580952,28.82493251850789,10.97983105128573,1.5930810757841298,Regular,3
39.55407992629601,88.55107054287502,48.67210656839468,71.14936360596042,27.274681802980208,21.367390248059085,2.4258796246631613,Regular,3
27.12792026184585,93.08589705423418,37.49544183292096,64.37222255299704,29.86752157107511,14.730199345385373,3.208105325746932,Regular,3
31.85624983217593,51.148436535011605,37.98046809968174,41.86953055772572,26.867187374131948,9.948436535011602,1.5844531229021992,Regular,3
39.560145991106886,103.8308791033688,43.8208092645428,63.17036813449469,27.7827197758422,14.092941919229991,2.0388895596515955,Regular,3
30.47231030403944,64.36359474940892,53.57948282660094,65.14462060807887,33.841034346798125,21.03844847980281,1.896718101068967,Regular,3
35.223948940735625,44.22113979570242,42.87935845144912,56.63787605548673,24.475851760403764,15.030862673396022,1.5096493308954648,Regular,3
33.87333350533081,62.43458347308129,39.44875029024574,50.87166636567108,24.616666236672973,9.810416397920608,1.5306249838752364,Regular,3
24.12864830537087,79.71954967033247,35.56351341815858,48.17882886061381,25.939729519948862,11.28207179872125,1.785666643145782,Regular,3
47.04772521028748,71.30443909545419,44.8595627981653,59.81446553293472,40.127672335326416,26.33758828883609,2.9902959396969453,Regular,3
18.604024317829595,64.58116442810704,40.2542802205549,45.98253357839434,21.07174664216057,4.677140110277451,1.0573544464866196,Regular,3
27.71527354037121,89.22803587104185,40.20251120970058,67.84110762496411,32.01286547175451,13.75899551611977,2.244361883466468,Regular,3
37.19091497065396,87.09090736157236,43.0606125167965,58.61515312919913,43.99090355703157,21.763637055371056,1.8166661593945603,Regular,3
30.62920931310799,62.70336745048639,53.7,65.04719997681782,26.03482791614179,7.691013946479807,1.332359071007419,Regular,3
30.30985137732825,96.81997297769604,47.23731422166031,76.1227398229476,34.46504728903192,18.51774657852358,2.843522293400762,Regular,3
27.648550128499934,40.74574847793431,51.85999215260525,56.8885775943816,27.751391016039364,1.3371669598553335,1.0071434176710543,Regular,3
38.776399800293234,85.90318930025465,45.99284200015433,64.5228208003704,35.41672590060961,11.105031799675904,2.0159673899683623,Regular,3
36.38051022878853,66.18881636606164,38.58266835128746,49.80938519852258,22.655232129886024,9.681589290037993,1.674440818303082,Regular,3
58.1599807601071,70.46305229034226,45.06861815402561,54.91146842549243,43.95427059722701,23.360028859839343,2.8291314506349243,Regular,3
27.11055136289925,98.11795739302644,40.92412908479911,57.11459270599436,41.29786965132243,5.831873442957802,1.910157266638603,Regular,3
40.15216171666584,56.13558101201479,37.20587074961283,48.30829035232553,26.28722695658692,18.918484535270032,1.7635581012014792,Regular,3
34.190707019570304,62.49555443054664,39.84201933269513,50.39757629451183,24.01373854988306,9.114140391406035,1.499535350978515,Regular,3
36.54456805656121,75.477576540183,42.90278568748759,59.6420612321464,34.851392843743795,21.685654739572996,1.95579387678536,Regular,3
26.5,82.47319885497242,48.89580073608916,59.03379991821232,24.287299304804687,9.311300940558365,1.5107750102234605,Regular,3
36.61304358774126,107.54821139141656,35.81634563435682,59.48558055950225,41.81634563435682,16.216345634356824,2.5134067121470123,Regular,3
26.556248353035627,58.90722671690291,37.956248353035626,49.163083724391626,34.35820508077019,14.410748826825122,1.5729689558705464,Regular,3
50.20508566518052,68.44777963626524,40.39916469522117,60.666451687429664,35.867741562851684,29.244364580642383,2.7998519757510163,Regular,3
28.096225889303803,90.6674587453322,44.8481129446519,55.30095049439864,29.281604693718343,12.203774110696196,1.3341039970458834,Regular,3
45.10276909335429,84.3752344796753,40.32268870030898,58.33796337650693,42.16134435015449,25.51087539080388,1.925763733809898,Regular,3
28.092189068677648,87.80887582914544,47.12958609715144,60.52852119932836,36.62366887772115,16.421775165829086,1.884946755108846,Regular,3
27.57577567062684,48.88346504987697,44.76739257640304,49.99976876167545,13.526864535231397,5.359240720503801,1.0821584123514938,Regular,3
25.892721476127765,51.71288834627474,35.6862773029904,40.90623558545365,32.23991656492652,-1.0746404828179608,1.3453430674252402,Regular,3
30.799867799582035,63.70768213842938,53.515364276858776,62.4461919808898,27.13076160382204,7.30774823863837,1.4669205346073468,Regular,3
38.01328558968961,86.3193317238914,38.01686555354767,50.92649165160752,22.36507557161864,7.13373110709534,1.4327684972893544,Regular,3
46.09395580048618,110.85015231660144,45.935046664271326,67.18278130106724,45.74954305019563,19.144412750290535,2.3714201445630274,Regular,3
33.85817075861683,86.64777161128632,51.71782710970945,63.82314300940527,26.534401279004232,9.79788793731688,1.6962627536044192,Regular,3
24.911436526359584,60.17964946465276,36.00211629750759,38.866951679607205,17.968212938293174,5.0,0.9385592137311196,Regular,3
27.95966383823369,64.76452681581611,45.82580244406896,49.46613860583527,18.43709877796552,3.820967074011493,1.1377407332206877,Regular,3
44.59810916009846,96.81134503940925,53.1059876596882,77.69527290024615,29.5817218809518,20.942594210385643,2.1399369720032824,Regular,3
36.409525210004766,72.13571953751787,37.1714243699857,45.83097163756554,28.990460084945187,9.638100840019066,1.4519050420009532,Regular,3
40.620867197334064,97.11078742492518,37.99136555648123,55.81439324118608,23.66906804218581,12.521582355814743,1.978489160033324,Regular,3
25.09682401039103,91.97261800779329,45.90141155093732,58.77438244646492,29.46210300129888,12.424911778066418,1.640211732640598,Regular,3
