Temperature,Humidity,PM2.5,PM10,NO2,SO2,CO,Calidad_Aire
26.7,51.1,24.4,35.7,14.6,4.3,1.23,Buena
37.3,61.0,67.6,72.0,22.7,10.3,1.6,Mala
26.7,92.5,13.4,17.1,30.0,10.7,2.31,Buena
40.6,51.7,18.8,31.5,30.4,9.5,2.15,Buena
45.6,82.4,13.1,27.8,24.8,13.8,1.37,Buena
17.4,62.3,4.6,11.8,20.9,6.1,1.25,Excelente
29.2,112.4,21.9,39.6,37.6,17.5,2.99,Buena
38.4,87.7,38.4,63.6,45.4,17.0,2.49,Regular
24.8,46.4,0.7,5.7,15.7,4.7,0.98,Excelente
34.6,70.8,13.3,20.8,28.5,19.4,1.63,Buena
32.2,104.1,13.7,28.4,26.6,4.2,1.9,Buena
29.4,49.7,67.0,80.2,20.3,16.3,1.34,Mala
27.0,43.9,6.7,12.3,11.3,6.2,0.95,Excelente
32.3,53.7,39.7,43.7,27.2,12.5,1.59,Regular
36.6,91.9,10.5,20.2,22.9,5.5,1.58,Excelente
25.7,64.5,19.7,28.4,31.1,7.8,1.3,Buena
29.9,58.0,5.1,6.3,18.5,4.2,1.03,Excelente
39.0,59.1,13.8,39.2,41.2,11.6,1.82,Buena
40.4,99.5,1.0,7.8,35.6,20.2,1.97,Excelente
29.9,82.5,12.0,25.6,37.5,11.2,1.63,Excelente
38.2,115.9,295.0,315.8,50.1,5.5,3.01,Peligrosa
19.4,36.3,7.6,10.5,25.6,8.5,1.01,Excelente
33.0,79.0,1.0,23.0,37.8,19.9,1.84,Excelente
24.6,53.0,3.1,6.0,24.6,5.2,0.95,Excelente
33.1,91.3,8.0,24.3,32.0,23.6,2.28,Excelente
40.8,107.1,11.6,37.6,36.7,5.3,1.94,Excelente
28.8,77.2,27.8,42.3,27.5,4.8,1.6,Buena
47.8,74.1,38.5,62.2,41.1,11.4,1.85,Regular
26.3,64.8,14.9,22.0,26.2,7.4,1.02,Buena
32.1,84.3,4.2,14.3,37.1,11.6,1.45,Excelente
31.1,80.7,14.2,24.3,15.0,11.9,1.46,Buena
33.0,60.4,20.1,29.9,31.9,7.6,1.32,Buena
31.1,78.4,51.7,67.9,35.6,17.5,2.24,Regular
37.5,84.2,17.4,35.5,31.6,2.9,3.0,Buena
31.8,49.9,7.5,17.9,36.1,7.0,1.48,Excelente
32.1,90.5,51.8,69.9,26.6,22.3,1.57,Regular
33.4,96.6,14.1,25.5,26.8,15.8,2.39,Buena
28.4,80.8,11.4,20.3,36.0,9.7,1.19,Excelente
37.0,96.6,14.8,25.2,40.6,14.7,2.11,Buena
27.1,111.8,2.6,30.7,32.7,23.2,1.93,Excelente
26.2,60.3,13.4,17.3,26.7,7.0,1.23,Buena
29.4,54.3,9.2,15.5,29.3,8.6,1.49,Excelente
31.5,67.4,36.0,49.0,48.1,14.3,2.34,Regular
27.1,36.1,9.8,16.2,18.6,5.5,0.91,Excelente
33.6,46.7,11.1,22.2,23.7,3.8,1.16,Excelente
35.3,53.7,34.2,44.6,20.3,3.8,1.21,Buena
22.7,58.8,16.0,21.7,14.8,4.5,0.95,Buena
33.2,76.6,6.9,23.1,31.0,17.1,2.06,Excelente
26.6,67.5,5.0,6.7,24.6,2.0,0.96,Excelente
23.0,66.7,8.8,12.3,16.8,4.8,1.08,Excelente
46.3,91.0,27.0,51.7,37.3,20.2,2.14,Buena
23.9,43.8,0.3,7.9,26.4,5.3,0.98,Excelente
24.0,55.5,6.4,8.6,10.8,4.8,0.89,Excelente
31.8,68.4,6.7,12.6,23.8,8.3,0.86,Excelente
27.9,60.9,1.9,6.7,14.5,5.6,1.0,Excelente
30.5,70.7,23.4,30.5,32.8,10.8,1.49,Buena
41.5,106.1,2.5,16.1,41.6,22.9,2.33,Excelente
31.7,53.6,24.2,36.1,23.3,6.4,1.36,Buena
40.9,69.5,31.1,53.4,39.3,14.0,1.69,Buena
23.3,49.0,29.4,36.6,12.6,6.6,0.82,Buena
20.7,71.2,0.5,9.4,11.4,4.4,1.09,Excelente
21.9,58.3,2.7,5.6,20.6,7.3,0.9,Excelente
51.5,92.6,3.6,25.7,49.5,22.2,2.48,Excelente
24.3,77.2,3.2,8.5,15.1,5.1,1.22,Excelente
34.8,68.1,64.3,74.2,39.9,11.2,2.26,Mala
29.2,78.4,17.6,24.9,21.5,1.9,0.97,Buena
25.7,51.6,17.3,20.6,16.9,7.5,1.07,Buena
39.3,57.3,39.6,59.1,22.0,17.7,1.64,Regular
32.5,97.5,77.0,99.1,54.5,26.1,1.82,Mala
29.6,72.1,2.0,6.6,17.4,6.4,1.06,Excelente
31.9,72.0,68.4,87.0,37.9,7.3,2.24,Mala
26.8,50.0,1.5,7.4,21.0,8.1,1.02,Excelente
26.0,79.9,22.6,28.3,22.7,5.9,1.37,Buena
30.1,83.5,10.2,15.6,23.6,18.2,1.73,Excelente
34.0,75.2,46.0,57.2,45.5,15.4,3.34,Regular
38.5,55.8,12.3,32.1,24.8,9.4,1.75,Buena
45.5,84.9,7.2,17.4,39.1,17.0,2.09,Excelente
31.0,77.2,42.9,56.6,29.3,9.2,1.4,Regular
25.0,77.4,1.4,5.8,14.7,6.3,0.84,Excelente
26.9,60.6,1.2,6.4,20.5,7.6,0.92,Excelente
24.9,57.7,0.9,4.9,18.0,6.1,1.25,Excelente
36.1,55.2,5.6,17.2,23.0,9.5,1.7,Excelente
29.2,89.5,71.0,83.9,19.8,14.6,1.16,Mala
36.4,78.0,50.8,57.2,22.6,8.5,1.55,Regular
26.8,41.9,8.4,13.8,26.3,6.2,1.06,Excelente
29.8,84.3,0.6,14.0,34.6,14.2,1.61,Excelente
24.7,49.4,8.4,14.8,15.7,6.5,1.2,Excelente
30.3,70.8,4.2,9.9,21.9,5.5,1.16,Excelente
27.2,88.1,12.8,31.5,23.5,14.0,1.94,Buena
23.9,79.6,28.7,32.2,18.7,3.0,1.1,Buena
40.0,88.6,4.5,25.7,31.0,20.5,2.11,Excelente
27.6,61.3,1.5,12.0,28.7,11.6,1.63,Excelente
16.5,66.4,11.7,15.8,11.7,3.6,0.97,Excelente
29.5,84.6,40.6,51.7,25.4,11.5,1.75,Regular
19.6,47.2,0.9,7.5,23.2,3.8,1.02,Excelente
29.5,54.6,40.8,48.3,30.7,9.5,1.52,Regular
29.2,62.5,4.2,7.0,26.5,13.5,1.07,Excelente
20.0,79.9,2.0,7.3,15.2,5.1,1.06,Excelente
44.0,100.4,55.0,76.2,23.8,18.6,2.12,Regular
33.6,90.6,16.7,22.9,33.8,10.0,1.69,Buena
34.9,84.1,1.5,20.1,22.5,2.5,2.15,Excelente
25.8,56.9,2.7,10.1,17.2,2.6,0.84,Excelente
26.2,56.5,20.4,28.2,14.2,-0.4,0.88,Buena
37.0,72.5,22.8,30.2,25.5,10.9,1.16,Buena
26.1,81.9,9.5,19.1,36.1,14.8,1.62,Excelente
41.1,70.0,30.3,40.1,36.4,7.6,2.51,Buena
30.5,55.3,6.3,18.2,21.9,15.1,1.45,Excelente
32.7,60.5,13.5,27.2,22.9,9.3,1.45,Buena
27.8,72.8,2.0,8.5,27.8,4.0,1.01,Excelente
21.9,42.8,3.3,5.8,19.3,3.9,1.12,Excelente
27.2,66.4,13.0,16.3,23.5,4.9,1.08,Buena
31.0,80.4,3.3,13.9,29.6,7.1,1.31,Excelente
27.4,73.6,51.6,64.0,35.3,14.7,1.87,Regular
26.7,68.4,2.8,10.4,24.4,2.3,1.12,Excelente
23.4,77.4,25.1,28.6,26.1,5.7,1.09,Buena
25.1,45.2,5.6,10.3,14.7,3.1,1.01,Excelente
31.3,70.5,13.7,23.4,28.6,10.6,1.69,Buena
39.0,80.7,1.3,21.3,24.2,10.8,1.65,Excelente
24.8,86.3,14.3,21.5,22.7,12.2,1.27,Buena
35.9,49.6,8.2,26.0,20.0,8.4,1.57,Excelente
39.4,57.0,11.2,26.3,28.7,20.4,2.01,Excelente
27.5,49.8,1.3,9.3,24.8,8.5,1.11,Excelente
35.6,64.8,16.1,30.3,32.2,1.1,1.65,Buena
25.0,57.3,0.8,6.7,27.1,3.6,1.12,Excelente
36.4,72.1,37.2,45.7,29.1,9.6,1.45,Regular
28.0,80.7,62.2,68.9,29.0,15.3,1.61,Mala
30.1,49.0,7.7,14.5,20.2,7.6,0.98,Excelente
28.2,60.6,14.5,19.4,23.0,6.0,1.16,Buena
26.3,67.0,6.1,12.5,16.3,6.0,1.04,Excelente
30.4,80.0,10.6,17.9,19.3,3.8,0.87,Excelente
23.9,39.6,1.3,5.7,23.2,6.4,0.93,Excelente
24.6,48.9,6.5,14.6,17.0,4.6,0.96,Excelente
22.7,53.9,8.1,12.7,23.5,7.1,1.2,Excelente
34.2,76.9,111.0,129.2,34.7,21.5,2.17,Mala
21.1,47.7,22.5,26.8,18.5,6.1,1.1,Buena
20.2,76.4,32.9,38.5,21.7,5.4,1.0,Buena
30.6,65.6,28.7,38.2,21.5,14.8,1.48,Buena
28.2,65.2,30.0,40.9,15.7,9.2,1.5,Buena
28.4,66.1,35.2,50.0,24.8,7.8,1.2,Buena
32.6,78.7,7.1,20.4,30.9,6.4,1.52,Excelente
43.8,106.8,4.6,19.2,32.8,21.2,2.34,Excelente
27.2,46.7,3.4,5.6,17.2,4.1,1.0,Excelente
18.1,61.3,7.8,12.3,12.9,7.3,1.04,Excelente
30.0,54.7,38.3,43.8,32.8,7.7,1.28,Regular
31.9,74.5,31.9,40.6,36.4,9.7,1.45,Buena
42.2,76.5,39.0,53.0,31.2,13.5,2.3,Regular
34.6,48.6,4.5,15.6,26.6,13.0,1.42,Excelente
25.8,51.5,9.2,12.9,17.5,0.2,1.26,Excelente
35.7,83.1,8.1,20.2,24.9,9.4,1.4,Excelente
27.7,79.4,10.8,16.8,14.0,7.7,0.92,Excelente
21.4,60.3,17.6,22.3,15.8,5.7,0.98,Buena
21.0,51.0,4.5,9.4,18.6,7.8,1.01,Excelente
24.8,53.7,2.6,8.7,17.6,8.2,1.2,Excelente
22.6,75.5,55.8,63.3,30.0,7.7,1.33,Mala
28.4,81.5,6.7,11.7,17.6,2.9,0.93,Excelente
28.3,76.6,10.3,17.8,37.4,5.2,1.38,Excelente
28.2,90.6,17.2,27.5,32.3,17.4,2.07,Buena
21.6,64.6,0.3,7.9,14.7,4.9,1.05,Excelente
31.0,79.6,17.3,30.5,31.4,5.1,1.69,Buena
27.1,93.4,37.3,64.1,29.7,14.8,3.28,Regular
25.7,82.4,44.6,54.5,21.2,5.8,1.44,Desconocido
30.6,80.3,4.5,13.8,25.9,4.9,1.32,Excelente
32.4,61.8,23.0,43.4,19.5,17.0,2.05,Buena
23.2,40.5,3.0,6.5,21.1,6.4,0.94,Excelente
35.1,47.6,23.8,31.7,26.6,14.5,1.35,Buena
24.1,63.0,3.9,7.4,22.5,8.0,0.78,Excelente
36.0,65.6,7.3,21.8,24.2,13.9,1.99,Excelente
23.8,58.4,13.1,23.2,11.3,6.3,0.94,Buena
24.1,49.2,11.7,17.1,22.3,6.4,0.98,Excelente
26.0,79.4,4.8,18.1,19.5,10.1,1.86,Excelente
34.9,81.1,38.2,52.3,20.9,7.5,1.68,Regular
27.2,78.3,43.1,43.8,15.1,2.4,0.97,Regular
26.5,76.9,2.5,7.6,19.6,4.5,1.0,Excelente
35.0,82.9,27.4,32.6,25.5,7.6,1.5,Buena
26.0,54.7,7.7,16.9,17.2,6.9,1.05,Excelente
23.0,52.0,14.1,15.5,20.1,4.9,0.76,Buena
25.6,63.4,16.1,20.9,24.1,2.9,1.04,Buena
21.4,39.3,19.4,26.4,21.7,4.7,1.1,Buena
19.7,75.2,1.2,5.2,12.8,5.4,0.93,Excelente
44.8,101.8,146.3,164.9,38.8,10.8,2.36,Mala
37.5,76.6,9.3,10.1,32.2,15.0,1.29,Excelente
34.1,76.6,6.5,21.3,30.6,12.5,2.12,Excelente
32.5,67.4,1.1,9.2,31.0,16.5,1.56,Excelente
36.8,100.2,4.9,14.2,40.2,32.5,3.02,Excelente
29.4,94.1,0.9,7.1,24.5,12.2,1.24,Excelente
27.8,64.8,7.9,13.3,25.1,4.7,0.99,Excelente
22.5,55.4,4.7,5.6,20.4,4.6,0.93,Excelente
39.4,55.7,1.0,11.4,33.1,10.3,1.27,Excelente
25.3,60.8,10.2,15.7,16.2,5.0,1.18,Excelente
35.4,84.1,45.6,62.3,31.4,5.6,1.26,Regular
26.4,63.7,7.3,11.2,30.1,11.6,1.13,Excelente
22.4,77.8,17.2,22.0,14.3,2.7,0.83,Buena
25.8,65.6,13.5,15.2,23.0,3.9,1.09,Buena
24.9,45.7,3.1,9.4,18.8,7.0,1.08,Excelente
26.2,64.8,3.2,11.1,24.5,8.6,0.89,Excelente
23.6,66.3,10.2,20.6,18.0,8.4,1.64,Excelente
30.8,47.2,28.0,33.6,28.4,14.6,1.27,Buena
23.2,71.3,8.2,13.1,25.7,8.1,1.04,Excelente
28.9,75.0,17.8,26.6,20.0,17.2,1.53,Buena
23.5,67.0,1.8,6.8,19.6,4.0,1.07,Excelente
26.1,63.1,15.8,19.1,22.7,4.6,0.89,Buena
35.5,79.5,19.1,40.9,41.3,5.0,2.0,Buena
27.7,70.0,28.1,31.1,23.0,7.5,0.98,Buena
29.5,58.6,6.1,17.5,32.6,17.0,1.19,Excelente
30.7,77.7,36.5,46.0,24.2,9.1,1.5,Regular
23.7,50.0,13.4,22.0,21.2,16.8,2.07,Buena
22.4,50.0,15.7,21.1,16.0,5.7,1.06,Buena
23.5,74.6,4.0,7.4,25.3,6.6,1.12,Excelente
30.8,85.5,18.6,44.4,31.0,8.1,2.25,Buena
45.4,104.0,25.0,22.8,36.7,24.0,2.5,Buena
31.0,72.1,1.5,17.4,28.5,5.9,1.7,Excelente
31.0,69.1,15.4,29.6,24.8,5.7,1.62,Buena
40.1,88.5,1.3,13.3,35.7,18.2,2.2,Excelente
32.9,66.0,7.6,11.9,22.8,11.4,1.67,Excelente
29.6,75.1,6.1,14.0,25.6,9.5,1.52,Excelente
22.8,66.4,9.3,12.7,13.9,4.0,0.87,Excelente
41.9,75.7,0.7,19.2,43.8,19.6,2.7,Excelente
34.4,95.4,76.0,95.5,20.8,13.0,2.78,Mala
19.9,46.2,15.4,22.1,17.9,7.8,1.07,Buena
27.6,57.9,0.3,8.8,12.9,5.1,1.08,Excelente
24.6,76.2,19.7,25.0,20.5,9.2,0.95,Buena
36.1,100.5,100.9,108.5,33.1,14.8,2.09,Mala
48.6,83.7,75.8,98.3,52.7,17.1,2.02,Mala
22.3,53.9,28.5,47.9,30.2,12.6,1.44,Buena
38.7,71.8,2.1,20.3,54.4,9.9,2.99,Buena
30.8,92.2,50.1,67.5,25.3,23.5,2.41,Regular
25.4,65.3,30.5,34.7,21.9,5.2,1.41,Buena
29.2,70.2,9.6,14.3,21.9,3.8,1.03,Excelente
25.2,60.0,6.8,12.0,25.3,3.8,1.02,Excelente
19.0,77.1,7.9,11.1,14.2,1.7,1.0,Excelente
26.0,45.1,24.7,28.7,21.4,1.9,1.12,Buena
28.4,51.8,8.3,16.6,20.4,2.4,0.98,Excelente
34.5,74.3,6.3,22.0,33.5,18.0,1.91,Excelente
24.9,61.5,11.5,14.6,25.8,4.9,1.0,Excelente
31.7,52.1,24.3,30.1,15.3,6.0,0.91,Buena
22.5,65.5,0.8,8.2,13.3,4.7,1.07,Excelente
24.6,49.7,25.1,26.5,16.4,7.9,1.22,Buena
23.1,63.6,9.9,15.5,18.1,3.9,0.98,Excelente
29.6,54.1,9.8,20.3,28.7,15.3,1.39,Excelente
27.3,53.4,6.7,13.6,24.0,6.7,0.99,Excelente
22.5,59.8,0.7,12.6,30.5,5.2,1.37,Excelente
27.3,62.8,2.4,5.1,14.2,2.7,1.02,Excelente
25.2,75.4,7.6,14.2,30.4,2.9,1.46,Excelente
32.8,99.6,2.2,8.0,33.6,21.5,1.92,Excelente
41.9,68.4,15.5,26.3,29.2,18.5,1.4,Buena
34.8,88.8,12.6,30.8,25.3,8.4,1.49,Buena
29.8,90.6,5.0,34.0,35.8,9.8,1.78,Excelente
26.5,84.8,47.4,59.2,25.7,7.4,1.49,Regular
49.6,91.0,7.6,26.6,42.3,5.7,2.22,Excelente
26.7,70.2,51.1,56.7,32.8,5.4,1.42,Regular
34.0,73.8,7.0,27.4,20.7,26.9,2.03,Excelente
36.3,57.5,15.0,34.4,36.2,17.1,2.36,Buena
28.9,70.9,33.0,38.7,13.7,4.1,0.89,Buena
28.3,77.3,13.0,21.6,33.2,9.3,1.77,Buena
36.4,99.6,56.6,65.3,30.6,21.2,2.9,Mala
34.4,65.0,21.5,34.5,24.3,10.3,1.57,Buena
24.1,55.9,32.3,39.5,14.8,2.7,1.13,Buena
35.5,55.7,41.5,52.6,37.1,8.7,1.17,Regular
23.8,77.4,5.1,10.1,13.0,7.9,0.84,Excelente
22.4,66.0,24.6,32.1,20.6,6.2,0.8,Buena
26.1,62.1,18.2,26.6,19.8,8.0,1.88,Buena
21.9,49.8,11.2,16.3,24.9,8.5,1.12,Excelente
27.8,42.0,20.7,24.5,18.2,2.9,0.89,Buena
25.7,41.1,2.4,9.2,13.4,4.9,1.01,Excelente
23.8,62.8,27.0,40.5,29.6,3.6,1.74,Buena
39.1,73.5,69.8,82.4,33.6,19.4,1.88,Mala
28.3,72.7,4.7,8.4,13.2,5.8,0.94,Excelente
26.2,79.1,28.3,31.9,21.7,7.6,0.93,Buena
24.2,41.9,14.0,18.5,24.5,6.8,1.01,Buena
29.3,80.3,99.6,112.3,22.8,12.5,1.46,Mala
47.0,95.3,3.0,23.4,36.3,24.4,2.4,Excelente
34.9,57.0,10.2,23.2,21.0,5.3,1.59,Excelente
26.4,75.1,3.5,8.5,25.1,2.1,0.96,Excelente
22.5,58.3,25.8,32.3,26.9,3.3,0.97,Buena
24.0,62.2,4.4,5.9,28.8,7.6,1.07,Excelente
18.6,66.2,6.2,11.5,15.9,4.7,1.13,Excelente
29.0,67.2,14.9,20.0,24.3,6.5,0.84,Buena
40.5,83.3,8.8,30.9,22.9,14.1,2.11,Excelente
25.0,68.8,0.4,5.6,14.1,5.1,0.94,Excelente
25.1,48.3,46.2,56.6,17.7,6.5,1.8,Regular
32.6,83.8,5.5,13.0,30.8,12.2,1.73,Excelente
29.2,45.3,10.3,17.7,21.6,6.8,0.92,Excelente
22.0,58.4,17.9,21.6,12.3,6.1,1.0,Buena
36.1,69.1,6.8,16.2,18.7,5.9,1.15,Excelente
25.2,39.1,8.8,19.7,23.0,6.7,1.1,Excelente
28.7,78.9,26.8,38.0,36.2,6.2,1.69,Buena
23.7,62.5,1.1,7.4,15.1,5.7,1.09,Excelente
24.4,56.1,9.8,15.5,15.5,4.9,0.98,Excelente
21.1,59.4,28.0,37.8,33.8,11.5,1.32,Buena
29.8,55.1,15.4,27.0,28.8,20.8,1.69,Buena
28.2,84.8,19.4,23.4,27.0,6.8,1.65,Buena
36.3,83.6,43.6,55.0,27.9,10.0,1.17,Regular
38.2,95.2,63.5,88.2,37.3,12.5,1.6,Mala
26.3,50.3,2.4,8.4,16.8,2.9,0.98,Excelente
25.3,45.7,12.5,27.4,28.8,9.0,1.37,Buena
23.6,67.9,13.6,31.3,32.5,12.4,1.48,Buena
35.3,106.9,35.7,60.3,41.7,16.1,2.54,Regular
31.0,66.7,5.9,19.3,29.4,14.0,1.44,Excelente
37.3,94.3,67.5,84.0,42.4,27.5,1.94,Mala
28.1,62.6,19.4,29.4,16.2,12.3,1.77,Buena
32.9,79.1,1.5,6.7,30.9,20.2,1.77,Excelente
34.8,66.4,10.7,17.1,20.8,4.1,1.08,Excelente
23.8,79.7,12.7,27.5,30.4,9.9,1.85,Buena
47.4,82.8,14.5,33.5,32.3,18.9,1.84,Buena
24.6,66.9,14.4,19.2,25.2,5.9,1.01,Buena
26.7,48.8,20.7,26.9,11.6,5.3,0.97,Buena
20.1,77.9,1.4,4.9,14.9,2.1,0.88,Excelente
22.0,50.1,4.9,10.0,23.8,2.4,1.05,Excelente
29.4,52.1,7.2,18.1,19.6,2.5,1.62,Excelente
30.8,66.5,105.7,117.8,39.4,36.5,2.64,Mala
29.8,76.0,16.3,27.6,25.8,20.8,1.29,Buena
29.9,67.5,1.6,8.5,30.0,12.8,1.45,Excelente
22.4,52.4,2.8,11.1,19.1,6.3,0.83,Excelente
31.5,89.3,5.7,16.1,19.6,2.9,1.59,Excelente
26.3,73.3,17.7,23.6,35.2,14.1,1.77,Buena
27.4,47.7,10.9,12.6,23.7,4.7,1.08,Excelente
17.9,70.1,1.2,8.3,23.9,6.3,1.18,Excelente
43.7,80.1,45.4,49.7,27.4,17.9,2.1,Regular
29.0,61.4,11.0,17.4,36.6,10.8,1.52,Excelente
19.5,49.8,21.5,25.5,23.9,6.5,1.07,Buena
27.6,67.0,1.5,18.1,28.8,10.5,1.38,Excelente
28.5,81.2,4.0,16.4,22.1,11.3,1.52,Excelente
41.6,86.7,0.3,13.9,31.3,17.5,1.96,Excelente
26.5,59.3,6.2,10.5,12.4,3.6,0.83,Excelente
24.4,63.5,3.0,6.7,17.4,5.0,0.96,Excelente
33.4,44.1,13.2,16.1,16.5,11.6,1.28,Buena
35.3,55.2,3.9,8.9,34.3,7.4,1.72,Excelente
26.8,66.2,4.6,10.8,18.0,3.5,0.96,Excelente
31.6,68.2,3.4,14.1,20.2,8.8,1.56,Excelente
34.5,60.1,18.8,26.3,27.4,15.4,1.65,Buena
23.6,67.8,3.9,5.1,23.3,5.0,1.01,Excelente
41.1,103.3,40.8,53.1,38.5,12.6,1.61,Regular
27.3,45.7,3.0,8.6,10.5,7.1,0.96,Excelente
24.5,64.6,10.4,15.2,27.3,8.0,1.09,Excelente
20.7,68.5,3.1,5.5,9.2,9.8,0.87,Excelente
17.2,65.1,7.8,11.3,24.1,3.6,0.94,Excelente
36.1,81.4,44.9,50.8,33.5,15.6,1.42,Regular
40.8,98.7,100.8,114.1,48.7,8.7,2.09,Mala
34.7,74.8,6.6,19.6,26.4,12.7,1.6,Excelente
20.0,65.8,5.6,12.5,11.6,5.5,1.1,Excelente
23.6,60.4,57.0,61.1,14.3,6.8,1.06,Mala
31.7,106.5,14.7,21.2,33.0,18.0,1.98,Buena
31.3,89.6,1.7,17.0,25.1,17.2,2.18,Excelente
26.1,63.3,11.1,13.7,23.7,4.5,0.89,Excelente
33.1,77.3,20.9,31.9,42.9,11.7,2.11,Buena
31.0,55.7,3.8,5.4,17.5,2.9,1.16,Excelente
30.8,81.0,11.7,27.0,21.7,6.0,1.73,Excelente
31.4,58.6,4.2,10.7,22.2,20.4,1.81,Excelente
34.7,75.4,4.1,14.9,30.3,9.3,1.12,Excelente
25.3,73.3,21.1,21.0,15.4,8.5,1.14,Buena
28.6,54.9,8.3,14.9,24.1,5.0,0.96,Excelente
26.9,73.1,4.4,9.2,21.4,5.7,0.88,Excelente
33.7,81.3,3.8,16.9,26.0,8.5,1.31,Excelente
22.9,57.9,2.7,8.4,22.8,2.9,1.03,Excelente
33.5,76.3,1.0,25.2,17.4,19.0,2.47,Excelente
32.7,71.4,82.8,91.2,34.2,24.8,2.28,Mala
35.3,86.1,14.4,37.9,27.8,17.2,1.91,Buena
37.3,91.6,28.9,30.2,34.7,8.9,2.11,Buena
22.3,45.3,7.0,8.3,27.1,8.2,0.87,Excelente
27.7,72.5,22.7,39.6,23.6,8.4,1.43,Buena
49.4,100.9,173.9,186.8,34.0,19.1,3.21,Muy Mala
37.9,83.9,0.6,4.9,32.1,12.8,1.78,Excelente
25.5,78.0,95.3,105.1,26.0,9.9,1.46,Mala
27.1,70.1,29.2,32.2,16.8,7.1,1.08,Buena
21.9,59.7,9.7,12.0,17.5,4.0,1.07,Excelente
23.7,39.2,6.9,13.2,21.8,3.8,0.94,Excelente
39.0,73.4,34.2,49.8,38.3,19.1,2.36,Buena
27.0,82.3,67.5,72.3,29.4,20.6,1.53,Mala
26.0,88.4,14.3,31.1,35.1,16.7,2.26,Buena
20.8,61.9,3.0,9.6,14.8,8.5,1.06,Excelente
28.5,58.9,1.7,9.0,10.1,0.0,1.0,Excelente
22.7,67.6,3.7,12.5,20.9,1.1,1.08,Excelente
23.3,77.5,10.3,17.6,20.0,6.1,1.21,Excelente
24.6,62.1,29.9,32.6,15.3,4.3,0.82,Buena
26.5,60.1,12.1,18.9,9.9,4.4,0.92,Buena
34.9,85.0,0.9,7.9,24.2,17.6,1.38,Excelente
31.6,74.8,28.5,45.8,25.4,16.3,2.29,Buena
32.1,53.9,7.5,16.9,29.2,18.1,1.59,Excelente
30.1,54.1,18.3,29.2,25.5,4.3,1.62,Buena
21.0,67.4,1.7,7.0,19.1,6.6,1.07,Excelente
32.5,71.2,9.2,39.4,38.5,21.3,1.55,Excelente
26.7,54.1,27.6,31.9,20.8,11.6,0.97,Buena
35.8,84.5,0.2,11.8,32.1,6.8,1.38,Excelente
25.5,49.5,16.6,20.5,24.3,2.8,0.94,Buena
36.6,71.0,5.0,28.2,26.2,26.7,1.93,Excelente
22.6,75.1,0.1,5.2,11.7,7.7,0.94,Excelente
26.7,54.8,5.8,11.3,15.8,4.5,1.25,Excelente
26.3,83.1,29.7,48.0,33.0,8.2,1.56,Buena
23.8,61.3,3.1,4.7,25.4,7.9,1.06,Excelente
26.1,76.9,9.1,16.2,27.8,5.2,1.24,Excelente
22.2,59.8,6.1,10.2,27.0,8.2,0.9,Excelente
27.1,64.2,1.6,5.6,15.3,4.7,0.8,Excelente
28.3,54.8,2.5,15.5,29.3,11.7,1.51,Excelente
27.4,74.7,25.9,31.1,29.5,17.3,2.28,Buena
29.3,90.5,23.9,52.4,36.4,26.3,2.02,Buena
22.8,59.5,14.2,18.9,24.0,5.0,0.79,Buena
36.2,97.0,72.7,95.2,33.5,10.9,2.25,Mala
23.4,71.4,15.8,18.2,18.0,2.5,1.15,Buena
35.5,111.3,38.0,50.8,38.4,11.3,2.09,Regular
40.5,75.6,0.8,10.8,20.8,11.4,1.69,Excelente
32.4,97.5,25.4,42.8,33.4,10.6,2.02,Buena
38.9,86.0,18.1,29.0,39.7,15.2,2.09,Buena
28.6,78.6,56.8,66.2,24.5,12.1,1.12,Mala
38.8,83.1,25.9,30.6,32.1,17.5,2.58,Buena
29.9,94.3,1.6,13.8,31.5,13.9,2.39,Excelente
29.4,75.1,11.9,20.3,26.6,9.1,1.04,Excelente
33.7,54.1,5.2,15.5,34.5,6.8,1.5,Excelente
18.2,42.5,0.1,7.1,26.1,3.8,0.97,Excelente
27.3,68.4,0.7,7.8,25.4,5.1,1.03,Excelente
26.3,55.2,1.3,6.4,11.2,5.8,1.08,Excelente
38.6,97.4,63.3,78.4,29.4,18.3,1.6,Mala
33.3,39.9,14.7,20.8,19.7,8.4,1.06,Buena
18.8,76.1,14.9,21.5,14.5,3.8,0.86,Buena
32.9,69.3,13.3,18.8,32.4,8.6,1.6,Buena
27.6,44.8,1.8,5.7,18.1,3.1,0.98,Excelente
25.3,73.0,6.0,12.1,23.0,8.9,0.97,Excelente
30.0,62.2,53.7,66.4,25.5,8.1,1.26,Regular
40.4,92.4,92.0,112.9,42.2,26.4,2.32,Mala
23.5,64.4,30.3,37.8,26.5,3.9,0.98,Buena
33.8,86.8,12.5,20.9,26.7,6.6,1.66,Buena
38.8,92.5,8.3,29.0,32.8,8.3,2.19,Excelente
35.5,73.2,83.2,96.3,32.8,15.4,2.56,Mala
27.5,72.4,18.8,32.6,40.4,19.1,1.95,Buena
23.1,80.1,10.4,14.9,23.3,6.0,1.0,Excelente
25.0,50.9,4.9,11.4,23.4,2.8,1.1,Excelente
39.5,70.2,5.4,24.3,38.0,0.1,1.85,Excelente
17.8,77.9,8.3,15.5,18.5,6.1,0.94,Excelente
19.0,75.8,2.6,9.5,18.5,1.1,0.97,Excelente
